parameter_index,simulation_index,split
1333,2,train
1030,1,train
634,1,train
1467,2,train
1250,4,train
3545,2,train
3982,3,train
551,3,train
988,4,train
3679,2,train
3462,4,train
1680,2,train
1284,2,train
981,1,train
585,1,train
1022,2,train
3758,2,train
764,3,train
805,4,train
1201,4,train
939,4,train
543,4,train
1759,2,train
1893,2,train
798,1,train
1235,2,train
1414,4,train
1018,4,train
3750,3,train
1152,4,train
756,4,train
1972,2,train
1710,2,train
1314,2,train
4046,1,train
3829,3,train
1231,4,train
969,4,train
1661,2,train
1182,4,train
2043,3,train
2177,3,train
4076,1,train
1478,2,train
1082,2,train
1915,3,train
2211,1,train
1994,3,train
1691,2,train
1732,3,train
2290,1,train
2424,1,train
2207,3,train
1945,3,train
2503,1,train
2637,1,train
2420,3,train
1979,1,train
2158,3,train
2199,4,train
1896,3,train
2412,4,train
1579,3,train
2109,3,train
193,1,train
2970,2,train
2271,1,train
2708,2,train
110,3,train
2887,4,train
2491,4,train
2188,3,train
1792,3,train
2229,4,train
2625,4,train
10,1,train
2787,2,train
3183,2,train
189,3,train
2484,1,train
2921,2,train
3317,2,train
2704,4,train
2442,4,train
2180,4,train
223,1,train
3396,2,train
2697,1,train
2738,2,train
3175,3,train
2917,4,train
2476,2,train
2259,4,train
2393,4,train
436,1,train
2951,2,train
3388,3,train
790,4,train
394,4,train
3085,2,train
3684,1,train
649,1,train
253,1,train
3467,3,train
3164,2,train
2768,2,train
3601,3,train
170,3,train
211,4,train
607,4,train
2506,2,train
2902,2,train
466,1,train
70,1,train
903,2,train
3680,3,train
204,1,train
686,4,train
2981,2,train
820,4,train
3115,2,train
3156,3,train
3377,2,train
3714,1,train
679,1,train
720,2,train
1116,2,train
417,1,train
458,2,train
899,4,train
3235,3,train
637,4,train
241,4,train
3631,3,train
375,4,train
1329,2,train
3665,1,train
3885,4,train
368,1,train
3145,2,train
3582,3,train
588,4,train
192,4,train
3744,1,train
1146,2,train
750,2,train
1187,3,train
3964,4,train
884,2,train
3399,3,train
405,4,train
9,4,train
3957,1,train
1400,3,train
1138,3,train
3874,3,train
3915,4,train
3612,3,train
3216,3,train
4049,4,train
618,4,train
3512,1,train
1351,3,train
3646,1,train
3866,4,train
1826,3,train
3725,1,train
1564,3,train
731,2,train
865,2,train
4079,4,train
1726,1,train
1464,1,train
3938,1,train
1119,3,train
3896,4,train
4030,4,train
1856,3,train
1594,3,train
1198,3,train
2031,4,train
1332,3,train
936,3,train
1890,1,train
1494,1,train
2327,2,train
2110,4,train
2244,4,train
1848,4,train
1545,3,train
2144,2,train
1841,1,train
1445,1,train
1665,4,train
1362,3,train
2753,2,train
1920,1,train
1658,1,train
1878,4,train
1575,3,train
55,1,train
2133,1,train
1871,1,train
1912,2,train
2308,2,train
1695,4,train
6,1,train
2387,2,train
2824,3,train
2521,2,train
2125,2,train
2304,4,train
1646,4,train
85,1,train
126,2,train
3037,3,train
1942,2,train
2076,2,train
339,2,train
77,2,train
2854,3,train
3250,3,train
2592,3,train
2289,2,train
115,1,train
3284,1,train
3067,3,train
2671,3,train
73,4,train
2805,3,train
3363,1,train
765,2,train
369,2,train
3280,3,train
2884,3,train
3321,4,train
2581,2,train
2622,3,train
24,4,train
3180,1,train
582,2,train
623,3,train
3314,1,train
320,2,train
2835,3,train
2969,3,train
795,2,train
836,3,train
3131,1,train
3527,1,train
533,2,train
137,2,train
574,3,train
970,3,train
2869,1,train
3265,1,train
2652,3,train
3485,4,train
3747,4,train
2786,3,train
3781,2,train
1183,3,train
350,2,train
3478,1,train
2865,3,train
3860,2,train
1262,3,train
866,3,train
3161,1,train
3598,2,train
563,2,train
3777,4,train
604,3,train
1041,4,train
3295,1,train
301,2,train
342,3,train
3119,4,train
3336,2,train
3515,4,train
1162,1,train
4073,2,train
1079,3,train
3990,4,train
3728,4,train
555,3,train
3332,4,train
3466,4,train
3070,4,train
1113,1,train
851,1,train
1333,4,train
4024,2,train
1030,3,train
634,3,train
1467,4,train
3366,2,train
3545,4,train
1326,1,train
930,1,train
1460,1,train
1064,1,train
3841,2,train
1680,4,train
1284,4,train
3579,2,train
981,3,train
585,3,train
1022,4,train
3758,4,train
1976,2,train
1143,1,train
1580,2,train
1759,4,train
4054,2,train
1101,4,train
3792,2,train
798,3,train
1235,4,train
1094,1,train
1228,1,train
1314,4,train
1710,4,train
4046,3,train
1307,1,train
1744,2,train
869,4,train
2219,2,train
1823,2,train
1561,2,train
4076,3,train
1478,4,train
1082,4,train
1774,2,train
2211,3,train
2507,1,train
2290,3,train
1987,2,train
2424,3,train
2503,3,train
2107,3,train
2637,3,train
1804,2,train
1979,3,train
2799,1,train
2933,1,train
2537,1,train
2275,1,train
1796,3,train
3012,1,train
2750,1,train
193,3,train
2970,4,train
2271,3,train
2708,4,train
3400,2,train
2567,1,train
3004,2,train
10,3,train
2787,4,train
3183,4,train
2484,3,train
2525,4,train
2921,4,train
3613,2,train
89,3,train
2780,1,train
3217,2,train
223,3,train
3396,4,train
2738,4,train
2476,4,train
519,1,train
3296,2,train
257,1,train
2993,1,train
3034,2,train
436,3,train
477,4,train
2731,1,train
2772,2,train
3168,2,train
2951,4,train
3430,2,train
3684,3,train
253,3,train
2548,1,train
2944,1,train
2985,2,train
3164,4,train
2768,4,train
3381,2,train
2902,4,train
2506,4,train
683,1,train
287,1,train
3064,2,train
466,3,train
70,3,train
507,4,train
903,4,train
204,3,train
2802,2,train
2981,4,train
896,1,train
500,1,train
3673,2,train
3714,3,train
1116,4,train
238,1,train
720,4,train
417,3,train
3149,2,train
458,4,train
975,1,train
1016,2,train
713,1,train
317,1,train
754,2,train
3228,2,train
3665,3,train
3961,1,train
926,1,train
530,1,train
967,2,train
1363,2,train
664,1,train
750,4,train
1146,4,train
3441,2,train
884,4,train
3744,3,train
4040,1,train
1442,2,train
1046,2,train
1180,2,train
784,2,train
3957,3,train
1655,2,train
1259,2,train
1434,3,train
1131,2,train
735,2,train
3512,3,train
3949,4,train
3646,3,train
1210,2,train
814,2,train
3725,3,train
731,4,train
865,4,train
1943,1,train
1726,3,train
4021,1,train
1464,3,train
1161,2,train
3938,3,train
2156,1,train
3972,1,train
1890,3,train
1494,3,train
1931,4,train
2327,4,train
1232,3,train
2448,1,train
2144,4,train
1841,3,train
1445,3,train
1741,1,train
2223,4,train
1920,3,train
1961,4,train
1658,3,train
55,3,train
1954,1,train
2391,2,train
1871,3,train
1912,4,train
2308,4,train
2866,2,train
2470,2,train
2167,1,train
2604,2,train
2387,4,train
1991,4,train
2125,4,train
168,1,train
302,1,train
3079,2,train
2683,2,train
126,4,train
2380,1,train
2421,2,train
2159,2,train
1942,4,train
2076,4,train
339,4,train
2197,1,train
2238,2,train
2634,2,train
77,4,train
2289,4,train
198,1,train
332,1,train
3109,2,train
3284,3,train
2888,3,train
2585,2,train
3446,1,train
149,1,train
586,2,train
3363,3,train
369,4,train
2664,2,train
2268,2,train
3659,1,train
665,2,train
3397,1,train
362,1,train
799,2,train
3180,3,train
100,1,train
582,4,train
2877,2,train
2918,3,train
320,4,train
3314,3,train
2656,3,train
3476,1,train
4006,1,train
3610,1,train
616,2,train
220,2,train
3348,1,train
354,2,train
3131,3,train
3527,3,train
137,4,train
2869,3,train
3265,3,train
3561,1,train
130,1,train
171,2,train
567,2,train
3385,4,train
350,4,train
3781,4,train
4036,1,train
3640,1,train
646,2,train
3378,1,train
3774,1,train
780,2,train
3860,4,train
3161,3,train
3598,4,train
3994,4,train
3295,3,train
3336,4,train
301,4,train
1379,1,train
1162,3,train
3853,1,train
3894,2,train
3591,1,train
4073,4,train
597,2,train
3811,4,train
3415,4,train
1592,1,train
1330,1,train
1113,3,train
3408,1,train
3804,1,train
3845,2,train
851,3,train
4024,4,train
3366,4,train
1326,3,train
930,3,train
627,2,train
1064,3,train
3841,4,train
3579,4,train
1622,1,train
1976,4,train
1143,3,train
1580,4,train
4054,4,train
3792,4,train
1835,1,train
915,1,train
1397,4,train
4088,2,train
1094,3,train
698,3,train
2089,2,train
1827,2,train
1524,1,train
1128,1,train
3905,2,train
1307,3,train
1744,4,train
2302,2,train
1906,2,train
1603,1,train
1207,1,train
2040,2,train
1341,1,train
1823,4,train
1561,4,train
2515,2,train
2119,2,train
2294,3,train
1774,4,train
2332,2,train
2070,2,train
2507,3,train
2204,2,train
1808,2,train
1887,2,train
2021,2,train
1625,2,train
1804,4,train
22,2,train
2799,3,train
2933,3,train
2100,2,train
2537,3,train
1838,2,train
2275,3,train
101,2,train
235,2,train
3012,3,train
2750,3,train
2051,2,train
2092,3,train
314,2,train
3442,1,train
2784,1,train
3400,4,train
2567,3,train
3004,4,train
2264,2,train
3259,1,train
2863,1,train
3300,2,train
2601,1,train
3083,4,train
2780,3,train
3217,4,train
2122,3,train
3076,1,train
3513,2,train
82,2,train
3296,4,train
519,3,train
257,3,train
2993,3,train
3034,4,train
3430,4,train
2731,3,train
2772,4,train
3168,4,train
3289,1,train
3726,2,train
295,2,train
3027,1,train
3464,2,train
33,2,train
74,3,train
2765,1,train
3381,4,train
2548,3,train
2985,4,train
1028,1,train
766,1,train
3543,2,train
3939,2,train
3240,1,train
2844,1,train
683,3,train
287,3,train
2978,1,train
3064,4,train
2802,4,train
1241,1,train
803,4,train
3494,2,train
500,3,train
238,3,train
3149,4,train
1058,1,train
975,3,train
534,1,train
1016,4,train
3311,2,train
713,3,train
317,3,train
754,4,train
3049,2,train
3445,2,train
3228,4,train
3707,2,train
1009,1,train
613,1,train
833,4,train
3961,3,train
1363,4,train
530,3,train
967,4,train
3658,2,train
3441,4,train
826,1,train
1263,2,train
4040,3,train
960,1,train
564,1,train
1046,4,train
1442,4,train
1180,4,train
784,4,train
3778,3,train
522,4,train
1738,2,train
1342,2,train
1476,2,train
777,1,train
1259,4,train
3688,2,train
1131,4,train
735,4,train
1951,2,train
1252,1,train
1293,2,train
1689,2,train
4025,1,train
1427,2,train
1210,4,train
814,4,train
1506,2,train
1943,3,train
1640,2,train
1244,2,train
4021,3,train
1161,4,train
1719,2,train
1323,2,train
2156,3,train
4055,1,train
1457,2,train
1061,2,train
3972,3,train
2452,1,train
1670,2,train
2448,3,train
2007,1,train
1487,2,train
2482,1,train
2616,1,train
1700,2,train
1741,3,train
2695,1,train
2299,1,train
2736,2,train
1954,3,train
1558,3,train
2391,4,train
2250,1,train
2866,4,train
1988,1,train
2470,4,train
2167,3,train
2604,4,train
168,3,train
2900,2,train
2201,1,train
2287,4,train
2683,4,train
2421,4,train
2159,4,train
3375,2,train
3113,2,train
2280,1,train
2197,3,train
2238,4,train
2634,4,train
281,1,train
198,3,train
239,4,train
2493,1,train
2930,2,train
2668,2,train
2585,4,train
669,2,train
3405,2,train
3446,3,train
3143,2,train
149,3,train
586,4,train
2664,4,train
2268,4,train
3659,3,train
665,4,train
269,4,train
2960,2,train
799,4,train
3397,3,train
2698,2,train
2877,4,train
4089,1,train
1095,2,train
699,2,train
3476,3,train
396,1,train
3173,2,train
3610,3,train
616,4,train
220,4,train
2911,2,train
3348,3,train
354,4,train
3906,1,train
912,2,train
347,1,train
3124,2,train
3561,3,train
567,4,train
171,4,train
3723,1,train
729,2,train
1166,3,train
3461,1,train
863,2,train
467,2,train
3244,3,train
3640,3,train
646,4,train
3378,3,train
3857,1,train
942,2,train
1379,3,train
3674,1,train
1076,2,train
3853,3,train
3894,4,train
4070,1,train
3591,3,train
3632,4,train
597,4,train
1155,2,train
1592,3,train
3491,1,train
893,2,train
497,2,train
1330,3,train
3408,3,train
3845,4,train
1626,1,train
3704,1,train
710,2,train
3838,1,train
844,2,train
3662,4,train
627,4,train
1839,1,train
1622,3,train
1226,3,train
3917,1,train
923,2,train
964,3,train
2052,1,train
1656,1,train
1835,3,train
3909,2,train
915,3,train
4088,4,train
2131,1,train
1473,1,train
2089,4,train
1827,4,train
1524,3,train
1128,3,train
3905,4,train
2344,1,train
2082,1,train
1686,1,train
2519,2,train
1820,1,train
1424,1,train
1906,4,train
2302,4,train
1603,3,train
1207,3,train
2040,4,train
1341,3,train
2202,2,train
1899,1,train
1503,1,train
2336,2,train
2119,4,train
2112,1,train
2549,2,train
2590,3,train
1850,1,train
1891,2,train
2332,4,train
2070,4,train
1808,4,train
2628,2,train
2366,2,train
2500,2,train
2104,2,train
1887,4,train
2021,4,train
1625,4,train
22,4,train
2317,2,train
1921,2,train
2100,4,train
1838,4,train
101,4,train
235,4,train
2051,4,train
3129,1,train
2867,1,train
314,4,train
2650,3,train
2347,2,train
2784,3,train
3342,1,train
348,2,train
3080,1,train
482,2,train
3259,3,train
2863,3,train
3300,4,train
2560,2,train
2601,3,train
3555,1,train
2897,1,train
299,2,train
3076,3,train
3513,4,train
82,4,train
3372,1,train
378,2,train
3110,1,train
3506,1,train
3726,4,train
2848,1,train
3289,3,train
295,4,train
3027,3,train
3464,4,train
33,4,train
2765,3,train
1028,3,train
632,3,train
2927,1,train
3323,1,train
766,3,train
3543,4,train
3939,4,train
2844,3,train
2978,3,train
1062,1,train
1241,3,train
3140,1,train
3577,2,train
146,2,train
3274,1,train
321,3,train
3098,4,train
3494,4,train
3656,2,train
1058,3,train
3790,2,train
3528,2,train
534,3,train
3311,4,train
3707,4,train
3445,4,train
3049,4,train
1354,1,train
1092,1,train
4003,2,train
3566,1,train
4044,3,train
1009,3,train
613,3,train
1050,4,train
3741,2,train
3128,4,train
1305,1,train
909,1,train
3820,2,train
826,3,train
430,3,train
1263,4,train
960,3,train
564,3,train
3558,2,train
3954,2,train
1518,1,train
1122,1,train
1256,1,train
1342,4,train
1738,4,train
3637,2,train
1476,4,train
4033,2,train
4074,3,train
777,3,train
818,4,train
1335,1,train
1073,1,train
1689,4,train
1293,4,train
3984,2,train
4025,3,train
1427,4,train
1723,2,train
890,1,train
1506,4,train
1110,4,train
1244,4,train
1936,2,train
1103,1,train
1719,4,train
1323,4,train
4055,3,train
1457,4,train
1061,4,train
2452,3,train
2056,3,train
1316,1,train
1491,2,train
1966,2,train
2007,3,train
1487,4,train
2699,1,train
2482,3,train
2086,3,train
1783,2,train
1387,2,train
2778,1,train
2912,1,train
2516,1,train
2695,3,train
2299,3,train
2736,4,train
2991,1,train
2595,1,train
2250,3,train
1988,3,train
2808,1,train
2546,1,train
2983,2,train
2680,1,train
2284,1,train
2900,4,train
2201,3,train
285,1,train
68,3,train
2363,1,train
3196,2,train
3375,4,train
3113,4,train
2280,3,train
281,3,train
2576,1,train
3013,2,train
3409,2,train
2710,1,train
2314,1,train
2751,2,train
2493,3,train
2534,4,train
2930,4,train
2668,4,train
577,1,train
3226,2,train
669,4,train
2527,1,train
2923,1,train
2964,2,train
3143,4,train
528,1,train
3701,2,train
662,1,train
3043,2,train
3177,2,train
2781,2,train
2960,4,train
2698,4,train
741,1,train
345,1,train
875,1,train
479,1,train
4089,3,train
1095,4,train
699,4,train
3390,2,train
396,3,train
3173,4,train
2911,4,train
3989,1,train
558,1,train
995,2,train
3772,3,train
692,1,train
296,1,train
733,2,train
3469,2,train
912,4,train
34,1,train
516,4,train
2811,2,train
3207,2,train
3906,3,train
1208,2,train
509,1,train
946,2,train
3723,3,train
729,4,train
3420,2,train
3461,3,train
863,4,train
467,4,train
3857,3,train
4019,1,train
763,2,train
3540,3,train
942,4,train
3237,2,train
3674,3,train
4070,3,train
284,4,train
1238,2,train
3970,1,train
539,1,train
1155,4,train
714,2,train
3450,2,train
3491,3,train
893,4,train
497,4,train
1626,3,train
793,2,train
3921,1,train
3704,3,train
710,4,train
3838,3,train
844,4,train
1922,1,train
4000,1,train
1839,3,train
1006,2,train
3738,1,train
1140,2,train
3917,3,train
3958,4,train
923,4,train
2135,1,train
3817,1,train
2052,3,train
1656,3,train
3909,4,train
2131,3,train
1690,1,train
1432,2,train
1473,3,train
1910,4,train
1211,3,train
2427,1,train
1769,1,train
1903,1,train
2519,4,train
1686,3,train
1820,3,train
1424,3,train
2640,1,train
1982,1,train
2419,2,train
2116,1,train
2202,4,train
1899,3,train
1503,3,train
1940,4,train
2336,4,train
2195,1,train
1933,1,train
2549,4,train
1850,3,train
1891,4,train
2845,2,train
2146,1,train
2628,4,train
1884,1,train
1970,4,train
2366,4,train
2104,4,train
147,1,train
3058,2,train
2359,1,train
1963,1,train
2400,2,train
2796,2,train
2097,1,train
2317,4,train
1921,4,train
98,1,train
2479,2,train
2176,1,train
177,1,train
3088,2,train
3129,3,train
2826,2,train
2867,3,train
2347,4,train
390,1,train
431,2,train
128,1,train
169,2,train
3342,3,train
348,4,train
2643,2,train
2247,2,train
3080,3,train
3376,1,train
778,2,train
382,2,train
3555,3,train
2856,2,train
2460,2,train
2897,3,train
299,4,train
2635,3,train
3455,1,train
595,2,train
3372,3,train
378,4,train
3110,3,train
3506,3,train
2848,3,train
1070,2,train
674,2,train
3843,2,train
808,2,train
412,2,train
546,2,train
150,2,train
2927,3,train
3323,3,train
625,2,train
1062,3,train
3357,1,train
3753,1,train
363,2,train
3140,3,train
3577,4,train
146,4,train
3274,3,train
3832,1,train
3436,1,train
3873,2,train
